decision_idx,eval_idx,train_end_idx,decision_date,eval_date,is_update_step,update_attempted,update_applied,gate_mode,gate_passed,gate_reason,gate_val_improvement,gate_relative_improvement
876,876,875,2024-01-10,2024-01-10,0,0,0,cadence,1,not_update_step,,
877,877,876,2024-01-11,2024-01-11,0,0,0,cadence,1,not_update_step,,
878,878,877,2024-01-12,2024-01-12,0,0,0,cadence,1,not_update_step,,
879,879,878,2024-01-16,2024-01-16,1,1,1,cadence,1,cadence_accept,-4.6798959374427795e-07,-7.786489347251906e-05
880,880,879,2024-01-17,2024-01-17,0,0,0,cadence,1,not_update_step,,
881,881,880,2024-01-18,2024-01-18,0,0,0,cadence,1,not_update_step,,
882,882,881,2024-01-19,2024-01-19,0,0,0,cadence,1,not_update_step,,
883,883,882,2024-01-22,2024-01-22,1,1,1,cadence,1,cadence_accept,-4.5355409383773804e-07,-9.117522997446556e-05
884,884,883,2024-01-23,2024-01-23,0,0,0,cadence,1,not_update_step,,
885,885,884,2024-01-24,2024-01-24,0,0,0,cadence,1,not_update_step,,
886,886,885,2024-01-25,2024-01-25,0,0,0,cadence,1,not_update_step,,
887,887,886,2024-01-26,2024-01-26,0,0,0,cadence,1,not_update_step,,
888,888,887,2024-01-29,2024-01-29,1,1,1,cadence,1,cadence_accept,-5.830079317092896e-07,-0.00010617549586347983
889,889,888,2024-01-30,2024-01-30,0,0,0,cadence,1,not_update_step,,
890,890,889,2024-01-31,2024-01-31,0,0,0,cadence,1,not_update_step,,
891,891,890,2024-02-01,2024-02-01,0,0,0,cadence,1,not_update_step,,
892,892,891,2024-02-02,2024-02-02,0,0,0,cadence,1,not_update_step,,
893,893,892,2024-02-05,2024-02-05,1,1,1,cadence,1,cadence_accept,-6.365589797496796e-07,-0.0001261198906317425
894,894,893,2024-02-06,2024-02-06,0,0,0,cadence,1,not_update_step,,
895,895,894,2024-02-07,2024-02-07,0,0,0,cadence,1,not_update_step,,
896,896,895,2024-02-08,2024-02-08,0,0,0,cadence,1,not_update_step,,
897,897,896,2024-02-09,2024-02-09,0,0,0,cadence,1,not_update_step,,
898,898,897,2024-02-12,2024-02-12,1,1,1,cadence,1,cadence_accept,-8.381903171539307e-07,-0.0001373114389510387
899,899,898,2024-02-13,2024-02-13,0,0,0,cadence,1,not_update_step,,
900,900,899,2024-02-14,2024-02-14,0,0,0,cadence,1,not_update_step,,
901,901,900,2024-02-15,2024-02-15,0,0,0,cadence,1,not_update_step,,
902,902,901,2024-02-16,2024-02-16,0,0,0,cadence,1,not_update_step,,
903,903,902,2024-02-20,2024-02-20,1,1,1,cadence,1,cadence_accept,-1.0509975254535675e-06,-0.00015379746867694941
904,904,903,2024-02-21,2024-02-21,0,0,0,cadence,1,not_update_step,,
905,905,904,2024-02-22,2024-02-22,0,0,0,cadence,1,not_update_step,,
906,906,905,2024-02-23,2024-02-23,0,0,0,cadence,1,not_update_step,,
907,907,906,2024-02-26,2024-02-26,1,1,1,cadence,1,cadence_accept,-1.000240445137024e-06,-0.00014520847520542755
908,908,907,2024-02-27,2024-02-27,0,0,0,cadence,1,not_update_step,,
909,909,908,2024-02-28,2024-02-28,0,0,0,cadence,1,not_update_step,,
910,910,909,2024-02-29,2024-02-29,0,0,0,cadence,1,not_update_step,,
911,911,910,2024-03-01,2024-03-01,0,0,0,cadence,1,not_update_step,,
912,912,911,2024-03-04,2024-03-04,1,1,1,cadence,1,cadence_accept,-9.494833648204803e-07,-0.00014205017483143642
913,913,912,2024-03-05,2024-03-05,0,0,0,cadence,1,not_update_step,,
914,914,913,2024-03-06,2024-03-06,0,0,0,cadence,1,not_update_step,,
915,915,914,2024-03-07,2024-03-07,0,0,0,cadence,1,not_update_step,,
916,916,915,2024-03-08,2024-03-08,0,0,0,cadence,1,not_update_step,,
917,917,916,2024-03-11,2024-03-11,1,1,1,cadence,1,cadence_accept,-6.281770765781403e-07,-0.00011817315685320432
918,918,917,2024-03-12,2024-03-12,0,0,0,cadence,1,not_update_step,,
919,919,918,2024-03-13,2024-03-13,0,0,0,cadence,1,not_update_step,,
920,920,919,2024-03-14,2024-03-14,0,0,0,cadence,1,not_update_step,,
921,921,920,2024-03-15,2024-03-15,0,0,0,cadence,1,not_update_step,,
922,922,921,2024-03-18,2024-03-18,1,1,1,cadence,1,cadence_accept,-5.955807864665985e-07,-9.889268031697226e-05
923,923,922,2024-03-19,2024-03-19,0,0,0,cadence,1,not_update_step,,
924,924,923,2024-03-20,2024-03-20,0,0,0,cadence,1,not_update_step,,
925,925,924,2024-03-21,2024-03-21,0,0,0,cadence,1,not_update_step,,
926,926,925,2024-03-22,2024-03-22,0,0,0,cadence,1,not_update_step,,
927,927,926,2024-03-25,2024-03-25,1,1,1,cadence,1,cadence_accept,-5.066394805908203e-07,-7.997210383585764e-05
928,928,927,2024-03-26,2024-03-26,0,0,0,cadence,1,not_update_step,,
929,929,928,2024-03-27,2024-03-27,0,0,0,cadence,1,not_update_step,,
930,930,929,2024-03-28,2024-03-28,0,0,0,cadence,1,not_update_step,,
931,931,930,2024-04-01,2024-04-01,1,1,1,cadence,1,cadence_accept,-4.353933036327362e-07,-6.281571614720674e-05
932,932,931,2024-04-02,2024-04-02,0,0,0,cadence,1,not_update_step,,
933,933,932,2024-04-03,2024-04-03,0,0,0,cadence,1,not_update_step,,
934,934,933,2024-04-04,2024-04-04,0,0,0,cadence,1,not_update_step,,
935,935,934,2024-04-05,2024-04-05,0,0,0,cadence,1,not_update_step,,
936,936,935,2024-04-08,2024-04-08,1,1,1,cadence,1,cadence_accept,-3.67872416973114e-07,-5.699953576963258e-05
937,937,936,2024-04-09,2024-04-09,0,0,0,cadence,1,not_update_step,,
938,938,937,2024-04-10,2024-04-10,0,0,0,cadence,1,not_update_step,,
939,939,938,2024-04-11,2024-04-11,0,0,0,cadence,1,not_update_step,,
940,940,939,2024-04-12,2024-04-12,0,0,0,cadence,1,not_update_step,,
941,941,940,2024-04-15,2024-04-15,1,1,1,cadence,1,cadence_accept,-2.0721927285194397e-07,-4.174759366498069e-05
942,942,941,2024-04-16,2024-04-16,0,0,0,cadence,1,not_update_step,,
943,943,942,2024-04-17,2024-04-17,0,0,0,cadence,1,not_update_step,,
944,944,943,2024-04-18,2024-04-18,0,0,0,cadence,1,not_update_step,,
945,945,944,2024-04-19,2024-04-19,0,0,0,cadence,1,not_update_step,,
946,946,945,2024-04-22,2024-04-22,1,1,1,cadence,1,cadence_accept,-1.9371509552001953e-07,-4.192687870815654e-05
947,947,946,2024-04-23,2024-04-23,0,0,0,cadence,1,not_update_step,,
948,948,947,2024-04-24,2024-04-24,0,0,0,cadence,1,not_update_step,,
949,949,948,2024-04-25,2024-04-25,0,0,0,cadence,1,not_update_step,,
950,950,949,2024-04-26,2024-04-26,0,0,0,cadence,1,not_update_step,,
951,951,950,2024-04-29,2024-04-29,1,1,1,cadence,1,cadence_accept,-3.026798367500305e-09,-7.74861305588371e-07
952,952,951,2024-04-30,2024-04-30,0,0,0,cadence,1,not_update_step,,
953,953,952,2024-05-01,2024-05-01,0,0,0,cadence,1,not_update_step,,
954,954,953,2024-05-02,2024-05-02,0,0,0,cadence,1,not_update_step,,
955,955,954,2024-05-03,2024-05-03,0,0,0,cadence,1,not_update_step,,
956,956,955,2024-05-06,2024-05-06,1,1,1,cadence,1,cadence_accept,1.2223608791828156e-07,3.736001468209723e-05
957,957,956,2024-05-07,2024-05-07,0,0,0,cadence,1,not_update_step,,
958,958,957,2024-05-08,2024-05-08,0,0,0,cadence,1,not_update_step,,
959,959,958,2024-05-09,2024-05-09,0,0,0,cadence,1,not_update_step,,
960,960,959,2024-05-10,2024-05-10,0,0,0,cadence,1,not_update_step,,
961,961,960,2024-05-13,2024-05-13,1,1,1,cadence,1,cadence_accept,2.5564804673194885e-07,6.136481380341911e-05
962,962,961,2024-05-14,2024-05-14,0,0,0,cadence,1,not_update_step,,
963,963,962,2024-05-15,2024-05-15,0,0,0,cadence,1,not_update_step,,
964,964,963,2024-05-16,2024-05-16,0,0,0,cadence,1,not_update_step,,
965,965,964,2024-05-17,2024-05-17,0,0,0,cadence,1,not_update_step,,
966,966,965,2024-05-20,2024-05-20,1,1,1,cadence,1,cadence_accept,3.9581209421157837e-07,9.430707045597768e-05
967,967,966,2024-05-21,2024-05-21,0,0,0,cadence,1,not_update_step,,
968,968,967,2024-05-22,2024-05-22,0,0,0,cadence,1,not_update_step,,
969,969,968,2024-05-23,2024-05-23,0,0,0,cadence,1,not_update_step,,
970,970,969,2024-05-24,2024-05-24,0,0,0,cadence,1,not_update_step,,
971,971,970,2024-05-28,2024-05-28,1,1,1,cadence,1,cadence_accept,5.192123353481293e-07,0.00011776292683089465
972,972,971,2024-05-29,2024-05-29,0,0,0,cadence,1,not_update_step,,
973,973,972,2024-05-30,2024-05-30,0,0,0,cadence,1,not_update_step,,
974,974,973,2024-05-31,2024-05-31,0,0,0,cadence,1,not_update_step,,
975,975,974,2024-06-03,2024-06-03,1,1,1,cadence,1,cadence_accept,7.390044629573822e-07,0.00016756184316339904
976,976,975,2024-06-04,2024-06-04,0,0,0,cadence,1,not_update_step,,
977,977,976,2024-06-05,2024-06-05,0,0,0,cadence,1,not_update_step,,
978,978,977,2024-06-06,2024-06-06,0,0,0,cadence,1,not_update_step,,
979,979,978,2024-06-07,2024-06-07,0,0,0,cadence,1,not_update_step,,
980,980,979,2024-06-10,2024-06-10,1,1,1,cadence,1,cadence_accept,5.823094397783279e-07,0.00017075047731392038
981,981,980,2024-06-11,2024-06-11,0,0,0,cadence,1,not_update_step,,
982,982,981,2024-06-12,2024-06-12,0,0,0,cadence,1,not_update_step,,
983,983,982,2024-06-13,2024-06-13,0,0,0,cadence,1,not_update_step,,
984,984,983,2024-06-14,2024-06-14,0,0,0,cadence,1,not_update_step,,
985,985,984,2024-06-17,2024-06-17,1,1,1,cadence,1,cadence_accept,6.281770765781403e-07,0.000149883159985677
986,986,985,2024-06-18,2024-06-18,0,0,0,cadence,1,not_update_step,,
987,987,986,2024-06-20,2024-06-20,0,0,0,cadence,1,not_update_step,,
988,988,987,2024-06-21,2024-06-21,0,0,0,cadence,1,not_update_step,,
989,989,988,2024-06-24,2024-06-24,1,1,1,cadence,1,cadence_accept,5.722977221012115e-07,0.00013418819252127744
990,990,989,2024-06-25,2024-06-25,0,0,0,cadence,1,not_update_step,,
991,991,990,2024-06-26,2024-06-26,0,0,0,cadence,1,not_update_step,,
992,992,991,2024-06-27,2024-06-27,0,0,0,cadence,1,not_update_step,,
993,993,992,2024-06-28,2024-06-28,0,0,0,cadence,1,not_update_step,,
994,994,993,2024-07-01,2024-07-01,1,1,1,cadence,1,cadence_accept,6.752088665962219e-07,0.00012768724407300413
995,995,994,2024-07-02,2024-07-02,0,0,0,cadence,1,not_update_step,,
996,996,995,2024-07-03,2024-07-03,0,0,0,cadence,1,not_update_step,,
997,997,996,2024-07-05,2024-07-05,0,0,0,cadence,1,not_update_step,,
998,998,997,2024-07-08,2024-07-08,1,1,1,cadence,1,cadence_accept,4.1583552956581116e-07,0.00011322582920255788
999,999,998,2024-07-09,2024-07-09,0,0,0,cadence,1,not_update_step,,
1000,1000,999,2024-07-10,2024-07-10,0,0,0,cadence,1,not_update_step,,
1001,1001,1000,2024-07-11,2024-07-11,0,0,0,cadence,1,not_update_step,,
1002,1002,1001,2024-07-12,2024-07-12,0,0,0,cadence,1,not_update_step,,
1003,1003,1002,2024-07-15,2024-07-15,1,1,1,cadence,1,cadence_accept,3.8230791687965393e-07,0.00010266908992974668
1004,1004,1003,2024-07-16,2024-07-16,0,0,0,cadence,1,not_update_step,,
1005,1005,1004,2024-07-17,2024-07-17,0,0,0,cadence,1,not_update_step,,
1006,1006,1005,2024-07-18,2024-07-18,0,0,0,cadence,1,not_update_step,,
1007,1007,1006,2024-07-19,2024-07-19,0,0,0,cadence,1,not_update_step,,
1008,1008,1007,2024-07-22,2024-07-22,1,1,1,cadence,1,cadence_accept,5.080364644527435e-07,0.00015182598927977094
1009,1009,1008,2024-07-23,2024-07-23,0,0,0,cadence,1,not_update_step,,
1010,1010,1009,2024-07-24,2024-07-24,0,0,0,cadence,1,not_update_step,,
1011,1011,1010,2024-07-25,2024-07-25,0,0,0,cadence,1,not_update_step,,
1012,1012,1011,2024-07-26,2024-07-26,0,0,0,cadence,1,not_update_step,,
1013,1013,1012,2024-07-29,2024-07-29,1,1,1,cadence,1,cadence_accept,2.551823854446411e-07,0.00012888163309097758
1014,1014,1013,2024-07-30,2024-07-30,0,0,0,cadence,1,not_update_step,,
1015,1015,1014,2024-07-31,2024-07-31,0,0,0,cadence,1,not_update_step,,
1016,1016,1015,2024-08-01,2024-08-01,0,0,0,cadence,1,not_update_step,,
1017,1017,1016,2024-08-02,2024-08-02,0,0,0,cadence,1,not_update_step,,
1018,1018,1017,2024-08-05,2024-08-05,1,1,1,cadence,1,cadence_accept,1.8812716007232666e-07,0.00020888800335328142
1019,1019,1018,2024-08-06,2024-08-06,0,0,0,cadence,1,not_update_step,,
1020,1020,1019,2024-08-07,2024-08-07,0,0,0,cadence,1,not_update_step,,
1021,1021,1020,2024-08-08,2024-08-08,0,0,0,cadence,1,not_update_step,,
1022,1022,1021,2024-08-09,2024-08-09,0,0,0,cadence,1,not_update_step,,
1023,1023,1022,2024-08-12,2024-08-12,1,1,1,cadence,1,cadence_accept,3.498280420899391e-08,5.5402269709145116e-05
1024,1024,1023,2024-08-13,2024-08-13,0,0,0,cadence,1,not_update_step,,
1025,1025,1024,2024-08-14,2024-08-14,0,0,0,cadence,1,not_update_step,,
1026,1026,1025,2024-08-15,2024-08-15,0,0,0,cadence,1,not_update_step,,
1027,1027,1026,2024-08-16,2024-08-16,0,0,0,cadence,1,not_update_step,,
1028,1028,1027,2024-08-19,2024-08-19,1,1,1,cadence,1,cadence_accept,7.648486644029617e-08,5.487783788406785e-05
1029,1029,1028,2024-08-20,2024-08-20,0,0,0,cadence,1,not_update_step,,
1030,1030,1029,2024-08-21,2024-08-21,0,0,0,cadence,1,not_update_step,,
1031,1031,1030,2024-08-22,2024-08-22,0,0,0,cadence,1,not_update_step,,
1032,1032,1031,2024-08-23,2024-08-23,0,0,0,cadence,1,not_update_step,,
1033,1033,1032,2024-08-26,2024-08-26,1,1,1,cadence,1,cadence_accept,2.2212043404579163e-07,9.894886019781245e-05
1034,1034,1033,2024-08-27,2024-08-27,0,0,0,cadence,1,not_update_step,,
1035,1035,1034,2024-08-28,2024-08-28,0,0,0,cadence,1,not_update_step,,
1036,1036,1035,2024-08-29,2024-08-29,0,0,0,cadence,1,not_update_step,,
1037,1037,1036,2024-08-30,2024-08-30,0,0,0,cadence,1,not_update_step,,
1038,1038,1037,2024-09-03,2024-09-03,1,1,1,cadence,1,cadence_accept,4.470348358154297e-07,0.00015036876760453477
1039,1039,1038,2024-09-04,2024-09-04,0,0,0,cadence,1,not_update_step,,
1040,1040,1039,2024-09-05,2024-09-05,0,0,0,cadence,1,not_update_step,,
1041,1041,1040,2024-09-06,2024-09-06,0,0,0,cadence,1,not_update_step,,
1042,1042,1041,2024-09-09,2024-09-09,1,1,1,cadence,1,cadence_accept,3.9814040064811707e-07,0.00018872503647187838
1043,1043,1042,2024-09-10,2024-09-10,0,0,0,cadence,1,not_update_step,,
1044,1044,1043,2024-09-11,2024-09-11,0,0,0,cadence,1,not_update_step,,
1045,1045,1044,2024-09-12,2024-09-12,0,0,0,cadence,1,not_update_step,,
1046,1046,1045,2024-09-13,2024-09-13,0,0,0,cadence,1,not_update_step,,
1047,1047,1046,2024-09-16,2024-09-16,1,1,1,cadence,1,cadence_accept,3.234017640352249e-07,0.00013706256658599356
1048,1048,1047,2024-09-17,2024-09-17,0,0,0,cadence,1,not_update_step,,
1049,1049,1048,2024-09-18,2024-09-18,0,0,0,cadence,1,not_update_step,,
1050,1050,1049,2024-09-19,2024-09-19,0,0,0,cadence,1,not_update_step,,
1051,1051,1050,2024-09-20,2024-09-20,0,0,0,cadence,1,not_update_step,,
1052,1052,1051,2024-09-23,2024-09-23,1,1,1,cadence,1,cadence_accept,2.9010698199272156e-07,0.00013243705540250046
1053,1053,1052,2024-09-24,2024-09-24,0,0,0,cadence,1,not_update_step,,
1054,1054,1053,2024-09-25,2024-09-25,0,0,0,cadence,1,not_update_step,,
1055,1055,1054,2024-09-26,2024-09-26,0,0,0,cadence,1,not_update_step,,
1056,1056,1055,2024-09-27,2024-09-27,0,0,0,cadence,1,not_update_step,,
1057,1057,1056,2024-09-30,2024-09-30,1,1,1,cadence,1,cadence_accept,2.0186416804790497e-07,9.87946482672e-05
1058,1058,1057,2024-10-01,2024-10-01,0,0,0,cadence,1,not_update_step,,
1059,1059,1058,2024-10-02,2024-10-02,0,0,0,cadence,1,not_update_step,,
1060,1060,1059,2024-10-03,2024-10-03,0,0,0,cadence,1,not_update_step,,
1061,1061,1060,2024-10-04,2024-10-04,0,0,0,cadence,1,not_update_step,,
1062,1062,1061,2024-10-07,2024-10-07,1,1,1,cadence,1,cadence_accept,1.371372491121292e-07,6.044470056376659e-05
1063,1063,1062,2024-10-08,2024-10-08,0,0,0,cadence,1,not_update_step,,
1064,1064,1063,2024-10-09,2024-10-09,0,0,0,cadence,1,not_update_step,,
1065,1065,1064,2024-10-10,2024-10-10,0,0,0,cadence,1,not_update_step,,
1066,1066,1065,2024-10-11,2024-10-11,0,0,0,cadence,1,not_update_step,,
1067,1067,1066,2024-10-14,2024-10-14,1,1,1,cadence,1,cadence_accept,3.1688250601291656e-07,8.32159383066376e-05
1068,1068,1067,2024-10-15,2024-10-15,0,0,0,cadence,1,not_update_step,,
1069,1069,1068,2024-10-16,2024-10-16,0,0,0,cadence,1,not_update_step,,
1070,1070,1069,2024-10-17,2024-10-17,0,0,0,cadence,1,not_update_step,,
1071,1071,1070,2024-10-18,2024-10-18,0,0,0,cadence,1,not_update_step,,
1072,1072,1071,2024-10-21,2024-10-21,1,1,1,cadence,1,cadence_accept,3.4598633646965027e-07,7.240861456343878e-05
1073,1073,1072,2024-10-22,2024-10-22,0,0,0,cadence,1,not_update_step,,
1074,1074,1073,2024-10-23,2024-10-23,0,0,0,cadence,1,not_update_step,,
1075,1075,1074,2024-10-24,2024-10-24,0,0,0,cadence,1,not_update_step,,
1076,1076,1075,2024-10-25,2024-10-25,0,0,0,cadence,1,not_update_step,,
1077,1077,1076,2024-10-28,2024-10-28,1,1,1,cadence,1,cadence_accept,3.466848284006119e-07,9.066662312622351e-05
1078,1078,1077,2024-10-29,2024-10-29,0,0,0,cadence,1,not_update_step,,
1079,1079,1078,2024-10-30,2024-10-30,0,0,0,cadence,1,not_update_step,,
1080,1080,1079,2024-10-31,2024-10-31,0,0,0,cadence,1,not_update_step,,
1081,1081,1080,2024-11-01,2024-11-01,0,0,0,cadence,1,not_update_step,,
1082,1082,1081,2024-11-04,2024-11-04,1,1,1,cadence,1,cadence_accept,3.7206336855888367e-07,9.329859213704719e-05
1083,1083,1082,2024-11-05,2024-11-05,0,0,0,cadence,1,not_update_step,,
1084,1084,1083,2024-11-06,2024-11-06,0,0,0,cadence,1,not_update_step,,
1085,1085,1084,2024-11-07,2024-11-07,0,0,0,cadence,1,not_update_step,,
1086,1086,1085,2024-11-08,2024-11-08,0,0,0,cadence,1,not_update_step,,
1087,1087,1086,2024-11-11,2024-11-11,1,1,1,cadence,1,cadence_accept,4.544854164123535e-07,8.167271065572887e-05
1088,1088,1087,2024-11-12,2024-11-12,0,0,0,cadence,1,not_update_step,,
1089,1089,1088,2024-11-13,2024-11-13,0,0,0,cadence,1,not_update_step,,
1090,1090,1089,2024-11-14,2024-11-14,0,0,0,cadence,1,not_update_step,,
1091,1091,1090,2024-11-15,2024-11-15,0,0,0,cadence,1,not_update_step,,
1092,1092,1091,2024-11-18,2024-11-18,1,1,1,cadence,1,cadence_accept,3.105960786342621e-07,6.422423906188312e-05
1093,1093,1092,2024-11-19,2024-11-19,0,0,0,cadence,1,not_update_step,,
1094,1094,1093,2024-11-20,2024-11-20,0,0,0,cadence,1,not_update_step,,
1095,1095,1094,2024-11-21,2024-11-21,0,0,0,cadence,1,not_update_step,,
1096,1096,1095,2024-11-22,2024-11-22,0,0,0,cadence,1,not_update_step,,
1097,1097,1096,2024-11-25,2024-11-25,1,1,1,cadence,1,cadence_accept,4.2282044887542725e-07,7.595455975272347e-05
1098,1098,1097,2024-11-26,2024-11-26,0,0,0,cadence,1,not_update_step,,
1099,1099,1098,2024-11-27,2024-11-27,0,0,0,cadence,1,not_update_step,,
1100,1100,1099,2024-11-29,2024-11-29,0,0,0,cadence,1,not_update_step,,
1101,1101,1100,2024-12-02,2024-12-02,1,1,1,cadence,1,cadence_accept,7.59027898311615e-07,8.561269697307896e-05
1102,1102,1101,2024-12-03,2024-12-03,0,0,0,cadence,1,not_update_step,,
1103,1103,1102,2024-12-04,2024-12-04,0,0,0,cadence,1,not_update_step,,
1104,1104,1103,2024-12-05,2024-12-05,0,0,0,cadence,1,not_update_step,,
1105,1105,1104,2024-12-06,2024-12-06,0,0,0,cadence,1,not_update_step,,
1106,1106,1105,2024-12-09,2024-12-09,1,1,1,cadence,1,cadence_accept,9.117648005485535e-07,8.716704347698074e-05
1107,1107,1106,2024-12-10,2024-12-10,0,0,0,cadence,1,not_update_step,,
1108,1108,1107,2024-12-11,2024-12-11,0,0,0,cadence,1,not_update_step,,
1109,1109,1108,2024-12-12,2024-12-12,0,0,0,cadence,1,not_update_step,,
1110,1110,1109,2024-12-13,2024-12-13,0,0,0,cadence,1,not_update_step,,
1111,1111,1110,2024-12-16,2024-12-16,1,1,1,cadence,1,cadence_accept,7.748603820800781e-07,7.849612740635827e-05
1112,1112,1111,2024-12-17,2024-12-17,0,0,0,cadence,1,not_update_step,,
1113,1113,1112,2024-12-18,2024-12-18,0,0,0,cadence,1,not_update_step,,
1114,1114,1113,2024-12-19,2024-12-19,0,0,0,cadence,1,not_update_step,,
1115,1115,1114,2024-12-20,2024-12-20,0,0,0,cadence,1,not_update_step,,
1116,1116,1115,2024-12-23,2024-12-23,1,1,1,cadence,1,cadence_accept,6.537884473800659e-07,7.736367516656127e-05
1117,1117,1116,2024-12-24,2024-12-24,0,0,0,cadence,1,not_update_step,,
1118,1118,1117,2024-12-26,2024-12-26,0,0,0,cadence,1,not_update_step,,
1119,1119,1118,2024-12-27,2024-12-27,0,0,0,cadence,1,not_update_step,,
1120,1120,1119,2024-12-30,2024-12-30,1,1,1,cadence,1,cadence_accept,5.280598998069763e-07,7.306456225971134e-05
1121,1121,1120,2024-12-31,2024-12-31,0,0,0,cadence,1,not_update_step,,
