"offer.date","IPO.name","Ticker","CUSIP","ADR.(2=ADR)","VC","Dual","Post-issue.shares","Internet","CRSP.Perm","Founding","Rollup","X13","X14"
"19970423","Go2Net Inc","GNET","383486107","1","0","0",".","1","85722",1996,"0",NA,NA
"19970424","Hertz Corp","HRZ","428040109","1","0","1","108267000","0","84663",1923,"0",NA,NA
"19970424","Univec Inc","UNVC","91335U108","1","0","0",".","0","84762",-99,"0",NA,NA
"19970425","Bionx Implants Inc","BINX","09064Q106","1","1","0",".","0","84722",1955,"0",NA,NA
"19970425","General Credit Corp","LOAN","369451109","1","0","0",".","0","84745",-99,"0",NA,NA
"19970428","Long Beach Financial","LBFC","542446109","1","0","0",".","0","84744",1988,"0",NA,NA
"19970429","International CompuTex Inc","ICIQ","459337101","1","0","0",".","0","84741",1991,"0",NA,NA
"19970429","MuniHoldings Fund Inc","MHD","62625H107","5","0","0",".","0","84781",-99,"0",NA,NA
"19970430","All Communications Corporation",NA,"016628109","1","0","0",".","0",".",-99,"0",NA,NA
"19970430","DOCdata(Koninklijke Begemann)","DOCD","25608A100","1","2","0",".","0","84800",1988,"0",NA,NA
"19970430","Flagstar Bancorp Inc","FLGS","337930101","1","0","0",".","0","84734",1993,"0",NA,NA
"19970430","Weider Nutrition International","WNI","948603105","1","0","1","22845036","0","84785",1940,"0",NA,NA
"19970501","Brookdale Living Communities","BLCI","112462106","1","0","0",".","0","84793",1981,"1",NA,NA
"19970502","DTM Corp","DTMC","23333L103","1","0","0",".","0","84802",1987,"0",NA,NA
"19970502","Marine Management Systems Inc","MMSY","568278105","1","0","0",".","0","84818",1969,"0",NA,NA
"19970506","HomeCom Communications Inc","HCOM","43738N108","1","0","0",".","0","84810",1994,"0",NA,NA
"19970506","Kaynar Technologies Inc","KTIC","486605108","1","0","0",".","0","84815",1943,"0",NA,NA
"19970507","Journal Register Co","JRC","481138105","1","0","0",".","0","84779",1901,"0",NA,NA
"19970508","Brigham Exploration Co","BEXP","109178103","1","2","0",".","0","84792",1990,"0",NA,NA
"19970508","Great Lakes REIT Inc","GL","390752103","1","0","0",".","0","84777",-99,".",NA,NA
"19970509","2Connect Express Inc",NA,"901860205","1","0","0",".","0",".",-99,"0",NA,NA
"19970509","Knoll Inc","KNL","498904101","1","0","0",".","0","84780",1938,"0",NA,NA
"19970512","Augment Systems Inc","AUGS","051058105","1","1","0",".","0","84791",1990,"0",NA,NA
"19970513","ASD Group Inc","ASDG","001988104","1","0","0",".","0","84790",1965,"0",NA,NA
"19970513","Rambus Inc","RMBS","750917106","1","1","0",".","0","84827",1990,"0",NA,NA
"19970514","Hawaiian Natural Water Company","HNWC","419883103","1","0","0",".","0","84812",-99,"0",NA,NA
"19970514","PC411 Inc","PCFR","70453T101","1","0","0",".","0","85200",-99,"0",NA,NA
"19970515","Amazon.com Inc","AMZN","023135106","1","1","0",".","1","84788",1994,"0",NA,NA
"19970515","First Sierra Financial Inc","FSFH","335944104","1","0","0",".","0","84805",1994,"1",NA,NA
"19970515","General Cable Corp","GCN","369300108","1","0","0",".","0","84776",1927,"0",NA,NA
"19970515","LHS Group Inc","LHSG","501938104","1","1","0",".","0","84817",1990,"0",NA,NA
"19970515","Westfield America Inc","WEA","95991010","1","0","0",".","0","84787",-99,"0",NA,NA
"19970516","Pivot Rules Inc","PVTR","725810204","1","0","0",".","0","85204",-99,"0",NA,NA
"19970519","G Willi-Food International","WILCF","M52523103","1","0","0",".","0","84833",-99,"0",NA,NA
"19970519","Lexington Healthcare Group","LEXI","52909K108","1","0","0",".","0","84816",1995,"0",NA,NA
"19970521","Hartford Life","HLI","416592103","1","0","1","137000096","0","84778",1968,"0",NA,NA
"19970521","Healthcare Recoveries Inc","HCRI","42220K101","1","0","0",".","0","84811",1988,"0",NA,NA
"19970521","MER Telemanagement Solutions","MTSL","M69676100","1","0","0",".","0","84819",1995,"0",NA,NA
"19970521","NEI Webworld Inc","NEIP","629077108","1","0","0",".","0","84821",1993,"0",NA,NA
"19970521","Summit Holding Southeast Inc","SHSE","866078108","1","0","0",".","0","84830",1977,"0",NA,NA
"19970522","Apple Orthodontix Inc","AOI","037849106","1","0","1","9371067","0","84771",1996,"1",NA,NA
"19970527","Alexandria RE Equities Inc","ARE","015271109","1","0","0",".","0","84767",1994,".",NA,NA
"19970527","Carey International Inc","CARY","141750109","1","2","0",".","0","84796",1979,"1",NA,NA
"19970527","CFI Mortgage Inc","CFIM","12526J108","1","0","0",".","0","84797",1989,"0",NA,NA
"19970527","Debt Strategies Fund Inc","DBS","242768109","6","0","0",".","0","85062",-99,"0",NA,NA
"19970527","Wilsons The Leather Experts","WLSN","972463103","1","0","0",".","0","84834",-99,"0",NA,NA
"19970528","DSI Toys Inc","DSIT","232968107","1","2","0",".","0","84801",1970,"0",NA,NA
"19970529","Ascent Pediatrics Inc","ASCT","04362X101","1","1","0",".","0","84789",1989,"0",NA,NA
"19970529","NetSpeak Corp","NSPK","64115D109","1","0","0",".","1","84823",1995,"0",NA,NA
"19970529","Ryanair Holdings Limited","RYAAY","783513104","2","0","0",".","0","84828",-99,"0",NA,NA
"19970530","American Retirement Corp","ACR","028913101","1","0","0",".","0","84768",1978,"1",NA,NA
"19970530","Dessauer Global Equity Fund","DGE","250905106","4","0","1","5258418","0","84774",-99,"0",NA,NA
"19970603","AntiVirals Inc","AVII","037184207","1","1","0",".","0","85002",-99,"0",NA,NA
"19970603","RF Micro Devices Inc","RFMD","749941100","1","1","0",".","0","85035",1991,"0",NA,NA
"19970604","Melita International Corp","MELI","585493109","1","0","0",".","0","85023",1979,"0",NA,NA
"19970604","Pameco Corp","PCN","697934107","1","0","1","9358000","0","85071",1988,"0",NA,NA
"19970605","Cardima Inc","CRDM","14147M106","1","1","0",".","0","85005",1992,"0",NA,NA
"19970605","PSW Technologies Inc","PSWT","69364J103","1","0","0",".","0","85031",1989,"0",NA,NA
"19970605","Silverleaf Resorts Inc","SVR","828395103","1","0","0",".","0","85075",1989,"0",NA,NA
"19970606","Conserver Corp of America","RIPE","208484113","1","0","0",".","0","85037",1996,"0",NA,NA
"19970609","Iridium World Communications","IRID","G49398103","1","0","1","153219150","0","85014",1991,"0",NA,NA
"19970609","Santa Fe International Corp","SDC","G7805C108","1","0","0",".","0","85080",1946,"0",NA,NA
"19970610","Compu-Dawn Inc","CODI","20476A100","1","0","0",".","0","85004",1983,"0",NA,NA
"19970610","HTE Inc","HTEI","403926108","1","1","0",".","0","85012",1981,"0",NA,NA
"19970610","JetFax Inc","JTFX","476909106","1","1","0",".","0","85018",1988,"0",NA,NA
"19970610","Peapod Inc","PPOD","704718105","1","1","0",".","0","85030",1989,"0",NA,NA
"19970611","Polo Ralph Lauren Corp","RL","731572103","1","0","1","98503000","0","85072",1968,"0",NA,NA
"19970611","Racing Champions Inc","RACN","750069106","1","0","0",".","0","85034",1989,"0",NA,NA
"19970612","IWL Communications Inc","IWLC","450920103","1","0","0",".","0","85015",1980,"0",NA,NA
"19970612","Maximus Inc","MMS","577933104","1","0","0",".","0","85067",1975,"0",NA,NA
"19970612","OptiSystems Solutions Ltd","OPTL","M75252102","1","0","0",".","0","85027",1982,"0",NA,NA
"19970612","Star Telecommunications Inc","STRX","854923109","1","1","0",".","0","85043",1993,"0",NA,NA
"19970613","Waste Industries Inc","WWIN","941058109","1","0","0",".","0","85051",1970,"1",NA,NA
"19970616","EDP-Electricidade de Portugal","EDP","268353109","2","0","0",".","0","85064",-99,"0",NA,NA
"19970617","Boston Properties Inc","BXP","101121101","1","0","1","38530006","0","85058",1970,".",NA,NA
"19970617","Genesys Telecommun Labs","GCTI","371931106","1","1","0",".","0","85010",1990,"0",NA,NA
"19970617","inTEST Corporation","INTT","461147100","1","0","0",".","0","85013",1981,"0",NA,NA
"19970617","ORBIT/FR","ORFR","685929101","1","0","0",".","0","85028",1985,"0",NA,NA
"19970617","SysComm International Corp","SYCM","871942108","1","0","0",".","0","85045",1987,"0",NA,NA
"19970618","Aris Corp","ARSC","04040A101","1","0","0",".","0","85001",1990,"0",NA,NA
"19970618","ARM Financial Group Inc","ARM","001944104","1","0","1","23256000","0","85055",1993,"1",NA,NA
"19970618","New Era of Networks Inc","NEON","644312100","1","1","0",".","0","85026",1993,"0",NA,NA
"19970618","Simulations Plus Inc","SIMU","829214105","1","0","0",".","0","85040",1996,"0",NA,NA
"19970618","StarTek Inc","SRT","85569C107","1","0","0",".","0","85077",1987,"0",NA,NA
"19970619","Aurora Biosciences Corp","ABSC","051920106","1","1","0",".","0","84997",1995,"0",NA,NA
"19970619","Great Plains Software Inc","GPSI","39119E105","1","1","0",".","0","85011",1981,"0",NA,NA
"19970619","Laser Power Corp","LPWR","51806K104","1","0","0",".","0","85021",1979,"0",NA,NA
"19970619","MAS Technology Ltd","MASSY","55263A103","2","0","0",".","0","85022",-99,"0",NA,NA
"19970619","Professional Transportation","TRUC","742963101","1","0","0",".","0","85048",1990,"0",NA,NA
"19970619","RWD Technologies Inc","RWDT","74975B101","1","0","0",".","0","85038",1988,"0",NA,NA
"19970620","Metrika Systems Corp","MKA","59159M106","1","0","0",".","0","85069",1980,"0",NA,NA
"19970620","Peak International Ltd","PEAK","G6958610","1","0","0",".","0","85029",1997,"0",NA,NA
"19970623","Beijing Yanhua Petrochemical","BYH","07725N108","2","0","0",".","0","85057",1967,"0",NA,NA
"19970623","Domain Energy Corporation","DXD","257027102","1","0","0",".","0","85063",1992,"1",NA,NA
"19970623","Qwest Communications Corp","QWST","749121109","1","0","0",".","0","85032",1988,"0",NA,NA
"19970624","Acorn Products Inc","ACRN","004857108","1","0","0",".","0","84998",1890,"0",NA,NA
"19970624","Life Financial Corp, CA","LFCO","53184P101","1","0","0",".","0","85020",1996,"0",NA,NA
"19970624","Quinenco SA","LQ","748718103","2","0","0",".","0","85074",-99,"0",NA,NA
"19970624","Saxton Inc","SXTN","805630100","1","0","0",".","0","85044",1986,"0",NA,NA
"19970624","Waterlink Inc","WLK","94155N105","1","2","0",".","0","85078",1994,"1",NA,NA
"19970625","3Dfx Interactive Inc","TDFX","88553X103","1","1","0",".","0","85046",1994,"0",NA,NA
"19970625","New Century Financial Corp","NCEN","64352D101","1","0","0",".","0","85025",1995,"0",NA,NA
"19970625","Staff Leasing","STFF","852381102","1","0","0",".","0","85042",1993,"0",NA,NA
"19970626","800-JR Cigar Inc","JRJR","282491109","1","0","0",".","0","85016",1970,"0",NA,NA
"19970626","JLK Direct Distribution Inc","JLK","46621C105","1","0","1","29411000","0","85065",1970,"0",NA,NA
"19970626","Robocom Systems Inc","RIMS","771062106","1","0","0",".","0","85036",1982,"0",NA,NA
"19970627","Advanced Communication Systems","ACSC","00750X109","1","0","0",".","0","84999",1987,"0",NA,NA
"19970627","Comfort Systems USA Inc","FIX","199908104","1","0","0",".","0","85059",1947,"1",NA,NA
"19970627","Kids Stuff Inc",NA,"49380U100","1","0","0",".","0",".",-99,"0",NA,NA
"19970630","Hanover Compressor","HC","410768105","1","0","0",".","0","85240",1990,"0",NA,NA
"19970630","Heska Corp","HSKA","42805E108","1","1","0",".","0","85187",1988,"0",NA,NA
"19970630","Pierce Leahy Corp","PLH","720722107","1","0","0",".","0","85249",1957,"1",NA,NA
"19970630","Schuff Steel Co","SHUF","808156103","1","0","0",".","0","85210",1976,"0",NA,NA
"19970701","Cal Dive International Inc","CDIS","127914109","1","2","0",".","0","85168",1975,"0",NA,NA
"19970701","ChromaVision Medical Systems","CVSN","17111P104","1","1","0",".","0","85175",1996,"0",NA,NA
"19970701","LAI Worldwide Inc","LAIX","50171810","1","0","0",".","0","85191",1967,"0",NA,NA
"19970701","Schick Technologies Inc","SCHK","806683108","1","0","0",".","0","85208",1992,"0",NA,NA
"19970701","SpectRx Inc","SPRX","847635109","1","1","0",".","0","85212",1992,"0",NA,NA
"19970701","TSI International Software Ltd","TSFW","872879101","1","1","0",".","0","85218",1985,"0",NA,NA
"19970702","8x8 Inc","EGHT","282912104","1","0","0",".","1","85177",1987,"0",NA,NA
"19970702","Centennial HealthCare Corp","CTEN","150937100","1","2","0",".","0","85174",1989,"1",NA,NA
"19970702","Coinstar Inc","CSTR","19259P300","1","1","0",".","0","85173",1991,"0",NA,NA
"19970702","Peritus Software Services Inc","PTUS","714006103","1","1","0",".","0","85203",1991,"0",NA,NA
"19970702","Transcend Therapeutics Inc","TSND","89353T102","1","1","0",".","0","85219",1992,"0",NA,NA
"19970702","Vista Medical Technologies Inc","VMTI","928369107","1","1","0",".","0","85225",1993,"0",NA,NA
"19970703","Hagler Bailly Inc","HBIX","405183104","1","0","0",".","0","85184",1980,"0",NA,NA
"19970707","Allstar Systems Inc","ALLS","019892108","1","0","0",".","0","85158",1983,"0",NA,NA
"19970707","Equity Office Properties Trust","EOP","294741103","1","0","0",".","0","85238",1976,".",NA,NA
"19970708","Axiom Inc","AXIM","054603105","1","0","0",".","0","85162",1967,"0",NA,NA
"19970708","HORIZON Pharmacies Inc","HZP","439902107","1","0","0",".","0","85242",1992,"1",NA,NA
"19970708","World of Science Inc","WOSI","981500109","1","2","0",".","0","85227",1969,"0",NA,NA
"19970709","Telegroup Inc","TGRP","879422103","1","0","0",".","0","85215",1989,"0",NA,NA
"19970710","Apollo International of Dela","AIOD","037613106","1","0","0",".","0","85157",1994,"0",NA,NA
"19970710","InfoCure Corp","INC","45665A108","1","0","0",".","0","85245",1996,"1",NA,NA
"19970710","Metals USA Inc","MUI","591324108","1","0","1","20782024","0","85247",1996,"1",NA,NA
"19970711","At Home Corp","ATHM","045919107","1","1","1","117521000","0","85160",1995,"0",NA,NA
"19970714","SulzerMedica(Gebrueder Sulzer)","SM","865580104","2","0","0",".","0","85250",-99,"0",NA,NA
"19970715","CCA Prison Realty Trust","PZN","12486R108","1","0","0",".","0","85234",1997,".",NA,NA
"19970715","Home Security International","HSI","437333107","1","0","0",".","0","85241",1990,"0",NA,NA
"19970717","Bank of the Ozarks","OZRK","063904106","1","0","0",".","0","85198",1981,"0",NA,NA
"19970717","Capital Beverage Corp","CBEV","139818108","1","0","0",".","0","85167",-99,"0",NA,NA
"19970717","LaSalle Partners Inc","LAP","51802H105","1","0","0",".","0","85246",1968,"0",NA,NA
"19970717","Monarch Dental Corp","MDDS","609044102","1","2","0",".","0","85193",1983,"1",NA,NA
"19970717","Total Entertainment Restaurant","TENT","89150E100","1","0","0",".","0","85214",1989,"0",NA,NA
"19970718","Ionica Group Plc","IONCY","46221N105","2","0","0",".","1","85189",-99,"0",NA,NA
"19970721","Friede Goldman International","FGII","358430106","1","0","0",".","0","85180",1982,"0",NA,NA
"19970722","Creative Host Services Inc","CHST","22527P102","1","0","0",".","0","85170",-99,"0",NA,NA
"19970722","RIT Technologies Ltd","RITT","M8215N109","1","0","0",".","0","85206",1989,"0",NA,NA
"19970722","Travel Services International","TRVL","894169101","1","2","0",".","0","85217",1996,"1",NA,NA
"19970723","Excelsior-Henderson Motorcycle","BIGX","300906104","1","0","0",".","0","85163",1993,"0",NA,NA
"19970723","JLM Industries Inc","JLMI","46621D103","1","0","0",".","0","85190",1986,"0",NA,NA
"19970723","Novel Denim Holdings Ltd","NVLD","G6674P109","1","0","0",".","0","85197",1989,"0",NA,NA
"19970723","Trailer Bridge Inc","TRBR","892782103","1","0","0",".","0","85216",1991,"0",NA,NA
"19970724","CMP Media Inc","CMPX","125891101","1","0","1","22625000","0","85171",1971,"0",NA,NA
"19970724","Galileo International","GLC","363547100","1","0","0",".","0","85239",1971,"0",NA,NA
"19970724","Scheid Vineyards Inc","SVIN","806403101","1","0","1","6400000","0","85213",1972,"0",NA,NA
"19970725","China Southern Airlines Co Ltd","ZNH","169409109","2","0","0",".","0","85235",1950,"0",NA,NA
"19970728","Bioreliance Corp","BREL","090951104","1","0","0",".","0","85165",1947,"0",NA,NA
"19970728","Galileo Technology Inc","GALT","M4729810","1","1","0",".","0","85182",1993,"0",NA,NA
"19970728","Net.B@NK Inc","NTBK","640933107","1","0","0",".","0","85196",1997,"0",NA,NA
"19970729","Corsair Communications Inc","CAIR","220406102","1","1","0",".","0","85166",1994,"0",NA,NA
"19970730","@Entertainment Inc","ATEN","045920105","1","2","0",".","0","85159",1990,"1",NA,NA
"19970730","American Champion","ACEI","025119108","1","0","0",".","0","85408",1997,"0",NA,NA
"19970730","Azurel Ltd","AZUR","055013106","1","0","0",".","0","85275",1967,"1",NA,NA
"19970730","Information Management Assocs","IMAA","456923101","1","1","0",".","0","85188",1990,"0",NA,NA
"19970730","Vestcom International Inc","VESC","924904105","1","0","0",".","0","85224",1996,"1",NA,NA
"19970730","Visual Data Corp","VDAT","928428200","1","0","0",".","0","85223",1993,"0",NA,NA
"19970731","Continental Natural Gas Inc","CNGL","211789102","1","0","0",".","0","85278",1993,"0",NA,NA
"19970731","EDAP SA","EDAP","268311107","2","0","0",".","0","85285",-99,"0",NA,NA
"19970801","Concentric Network Corp","CNCX","20589R107","1","1","0",".","1","85277",1991,"0",NA,NA
"19970801","Mike's Original Inc",NA,"598903102","1","0","0",".","0",".",-99,"0",NA,NA
"19970804","Hall Kinion & Associates Inc","HAKI","406069104","1","1","0",".","0","85292",1991,"0",NA,NA
"19970804","Ocular Sciences Inc","OCLR","675744106","1","1","0",".","0","85304",1985,"0",NA,NA
"19970805","Eagle Geophysical Inc","EGEO","269524104","1","0","0",".","0","85286",1993,"0",NA,NA
"19970805","IMH Commercial Holdings Inc","ICH","44968J10","1","0","0",".","0","85260",-99,"0",NA,NA
"19970806","Carrizo Oil & Gas Inc","CRZO","144577103","1","0","0",".","0","85280",1993,"0",NA,NA
"19970806","Pegasus Systems Inc","PEGS","705906105","1","1","0",".","0","85311",1989,"0",NA,NA
"19970806","Progenitor(Internueron Pharms)","PGEN","743188104","1","1","0",".","0","85313",1992,"0",NA,NA
"19970806","QAD Inc","QADI","74727D108","1","0","0",".","0","85314",1979,"0",NA,NA
"19970807","Denison International","DENHY","248335101","2","0","0",".","0","85282",-99,"0",NA,NA
"19970807","GlobeComm Systems Inc","GCOM","37956X103","1","1","0",".","0","85291",1994,"0",NA,NA
"19970807","Hyseq Inc","HYSQ","449163302","1","0","0",".","0","85293",1991,"0",NA,NA
"19970807","Ispat International","IST","464899103","1","0","1","127000000","0","85261",1976,"0",NA,NA
"19970807","Pan Pacific Ret Ppty Inc","PNP","69806L104","1","0","0",".","0","85264",1997,".",NA,NA
"19970808","A Consulting Team Inc","TACX","000881102","1","0","0",".","0","85320",1983,"0",NA,NA
"19970808","Innova Corp","INVA","45766A106","1","1","0",".","0","85297",1989,"0",NA,NA
"19970808","Omtool Ltd(ASA International)","OMTL","681974101","1","1","0",".","0","85306",1991,"0",NA,NA
"19970808","Warner Chilcott PLC","WCRXY","934435207","2","0","0",".","0","85326",1968,"0",NA,NA
"19970811","Computer Motion Inc","RBOT","205253107","1","0","0",".","0","85315",1989,"0",NA,NA
"19970811","Fine.com Corp","FDOT","317823102","1","0","0",".","0","85290",1994,"0",NA,NA
"19970812","CorporateFamily Solutions Inc","CFAM","22003R101","1","1","0",".","0","85276",1987,"0",NA,NA
"19970812","Organic Food Products Inc","OFPI","685928103","1","0","0",".","0","85305",-99,"0",NA,NA
"19970812","Syntel Inc","SYNT","87162H103","1","0","0",".","0","85319",1980,"0",NA,NA
"19970813","On Stage Entertainment","ONST","68219Q106","1","0","0",".","0","85307",1985,"0",NA,NA
"19970813","Sterigenics International Inc","STER","85915R105","1","2","0",".","0","85318",1978,"0",NA,NA
"19970814","Aehr Test Systems Inc","AEHR","00760J108","1","1","0",".","0","85272",1977,"0",NA,NA
"19970814","Discas Inc","DSCS","254607104","1","0","0",".","0","85284",1985,"0",NA,NA
"19970814","International Isotopes Inc","INIS","45972C102","1","0","0",".","0","85296",1995,"0",NA,NA
"19970814","SL Green Realty Corp","SLG","78440X101","1","0","0",".","0","85265",1997,".",NA,NA
"19970814","Trendwest Resorts","TWRI","894917103","1","0","0",".","0","85323",1989,"0",NA,NA
"19970814","TV Azteca","TZA","901145102","2","0","0",".","0","85267",-99,"0",NA,NA
"19970815","LeukoSite Inc","LKST","52728R102","1","1","0",".","0","85300",1992,"0",NA,NA
"19970818","Clearview Cinema Group Inc","CLV","185070109","1","2","0",".","0","85258",1987,"1",NA,NA
"19970818","Positron Fiber Systems Corp","PFSCF","737398107","1","0","0",".","0","85312",1983,"0",NA,NA
"19970818","Vision Twenty-One Inc","EYES","92831N101","1","2","0",".","0","85289",1984,"1",NA,NA
"19970819","U S Liquids Inc","USL","902974104","1","0","0",".","0","85268",1996,"1",NA,NA
"19970820","CTB International Corp","CTBC","125960104","1","0","0",".","0","85281",1995,"1",NA,NA
"19970821","OrthAlliance Inc","ORAL","687913103","1","0","1","10483000","0","85309",1996,"1",NA,NA
"19970821","Premium Cigars International","PCIG","740588108","1","0","0",".","0","85310",1996,"0",NA,NA
"19970822","INSpire Insurance Solutions","NSPR","457732105","1","0","0",".","0","85302",1995,"0",NA,NA
"19970822","Kendle International Inc","KNDL","48880L107","1","0","0",".","0","85298",1986,"1",NA,NA
"19970822","North Atlantic Acquisition","NACQU","657289302","1","0","0",".","0",".",-99,"0",NA,NA
"19970822","Telepartner AS","TPARY","87944B200","2","0","0",".","0","85322",-99,"0",NA,NA
"19970827","Authentic Specialty Foods Inc","ASFD","05266E107","1","0","0",".","0","85273",1917,"1",NA,NA
"19970827","ExecuStay Corp","EXEC","30150K100","1","0","0",".","0","85288",1986,"0",NA,NA
"19970828","Notify Corporation","NTFY","669956203","1","1","0",".","0","85303",-99,"0",NA,NA
"19970829","American Capital Strategies","ACAS","02493710","1","0","0",".","0","85271",1986,"0",NA,NA
"19970903","Compass Plastics","CPTI","203915103","1","2","0",".","0","85366",1952,"0",NA,NA
"19970905","AutoCyte Inc","ACYT","052768108","1","1","0",".","0","85351",1996,"0",NA,NA
"19970911","Signature Eyewear Inc","SEYE","826918104","1","0","0",".","0","85400",1983,"0",NA,NA
"19970912","Castle Dental Centers Inc","CASL","14844P105","1","2","0",".","0","85363",1981,"1",NA,NA
"19970915","Hanover Capital Mortgage","HCM","410761100","1","0","0",".","0","85909",1997,".",NA,NA
"19970915","MegaBios Corp","MBIO","58515T102","1","1","0",".","0","85382",1992,"0",NA,NA
"19970915","NewCom Inc","NWCM","651093106","1","0","0",".","0","85387",-99,"0",NA,NA
"19970916","Box Hill Systems Corp","BXH","10316R108","1","0","0",".","0","85333",1988,"0",NA,NA
"19970916","MuniHoldings California","CLH","625929104","5","0","0",".","0","85338",1997,"0",NA,NA
"19970916","MuniHoldings New York Insured","MHN","625931100","5","0","0",".","0","85339",1997,"0",NA,NA
"19970916","SpectruMedix Corp",NA,"84763K106","1","0","0",".","0",".",-99,"0",NA,NA
"19970917","FARO Technologies Inc","FARO","311642102","1","0","0",".","0","85372",1982,"0",NA,NA
"19970917","Security Capital Group Inc","SCZ.B","81413P204","1","0","1","88956710","0","85344",1991,"0",NA,NA
"19970918","Children's Place Retail Stores","PLCE","168905107","1","2","0",".","0","85390",1969,"0",NA,NA
"19970918","Coyote Sports Inc","COYT","224071100","1","0","0",".","0","85365",1913,"0",NA,NA
"19970918","Il Fornaio Corp","ILFO","451926109","1","2","0",".","0","85378",1980,"0",NA,NA
"19970918","Industrias Bachoco","IBA","456463108","2","0","0",".","0","85337",-99,"0",NA,NA
"19970918","Piranha Interactive Publishing","PRAN","724251103","1","0","0",".","0","85392",-99,"0",NA,NA
"19970918","UNIFAB International Inc","UFAB","90467L100","1","0","0",".","0","85405",1980,"0",NA,NA
"19970919","International Total Services","ITSW","460499106","1","0","0",".","0","85379",1978,"1",NA,NA
"19970919","Nevstar Gaming Corporation","NVST","64156G102","1","0","0",".","0","85386",-99,"0",NA,NA
"19970919","ProBusiness Services Inc","PRBZ","742674104","1","0","0",".","0","85393",1984,"0",NA,NA
"19970922","First International Bancorp","FNCE","32054Q100","1","0","0",".","0","85373",1985,"0",NA,NA
"19970922","Isonics Corp","ISONU","464895101","1","0","0",".","0","88449",1992,"0",NA,NA
"19970923","Avis Rent A Car Inc","AVI","053790101","1","0","0",".","0","85331",1957,"0",NA,NA
"19970923","Boron LePore & Associates Inc","BLPG","10001P102","1","1","0",".","0","85361",1981,"0",NA,NA
"19970923","EduTrek International Inc","EDUT","28164K108","1","1","1","9343000","0","85371",1970,"0",NA,NA
"19970923","Industrial Distribution Group","IDG","456061100","1","0","0",".","0","85336",1972,"1",NA,NA
"19970923","JD Edwards & Company","JDEC","281667105","1","0","0",".","0","85380",1977,"0",NA,NA
"19970923","MuniHoldings Florida Insured","MFL","62624W105","5","0","0",".","0","85340",-99,"0",NA,NA
"19970923","Retrospettiva","RTRO","761300102","1","0","0",".","0","85399",-99,"0",NA,NA
"19970923","Tefron Ltd","TFR","M87482101","1","0","0",".","0","85347",1977,"0",NA,NA
"19970924","Asia Electronics Holding Co","AEHCF","04516K10","1","0","0",".","0","85352",1992,"0",NA,NA
"19970924","BridgeStreet Accommodations","BEDS","108452103","1","0","0",".","0","85357",1996,"1",NA,NA
"19970924","DIDAX Inc","AMEN","253624104","1","0","0",".","0","85354",1993,"0",NA,NA
"19970924","RADCOM Ltd","RDCM","M81865103","1","0","0",".","0","85397",1985,"0",NA,NA
"19970924","Star Buffet Inc","STRZ","855086104","1","0","0",".","0","85402",1987,"1",NA,NA
"19970925","ACS Electronics Ltd","ACSEF","M0177010","1","0","0",".","0","85350",1985,"0",NA,NA
"19970925","Advantage Learning System Inc","ALSI","00757K100","1","0","0",".","0","85353",1986,"0",NA,NA
"19970925","Big Dog Holdings Inc","BDOG","089128102","1","0","0",".","0","85356",1993,"0",NA,NA
"19970925","Pervasive Software Inc","PVSW","715710109","1","1","0",".","0","85395",1993,"0",NA,NA
"19970925","Prime Bancshares Inc, Texas","PBTX","74157H108","1","0","0",".","0","85389",1958,"0",NA,NA
"19970926","Heartland Bancshares Inc, IN",NA,"42234A107","1","0","0",".","0",".",-99,"0",NA,NA
"19970926","Network Solutions Inc(SAIC)","NSOL","64121Q102","1","0","1","15300000","0","85385",1979,"0",NA,NA
"19970926","NextLink Communications Inc","NXLK","65333H707","1","0","1","48342000","1","85388",1994,"0",NA,NA
"19970929","Bell Canada International Inc","BCICF","077914109","1","0","0",".","0","85355",1988,"0",NA,NA
"19970929","Gulf Indonesia Resources","GRL","402284103","1","0","0",".","0","85334",1925,"0",NA,NA
"19970929","Recovery Network Inc",NA,"75627A201","1","0","0",".","0","85745",-99,"0",NA,NA
"19970930","Best Software Inc","BEST","086579109","1","1","0",".","0","85360",1982,"0",NA,NA
"19970930","Engel General Developers Ltd","ENGEF","M40515104","1","0","1","8600000","0","85465",1977,"0",NA,NA
"19970930","Ivex Packaging Corp","IXX","465855104","1","0","0",".","0","85429",1967,"1",NA,NA
"19970930","Omega Research Inc","OMGA","68211E101","1","0","0",".","0","85486",1982,"0",NA,NA
"19970930","Power-One Inc","PWER","739308104","1","0","0",".","0","85516",1973,"0",NA,NA
"19970930","RSL Communications Ltd","RSLC","G7702U102","1","0","0",".","0","85501",1990,"0",NA,NA
"19971001","Corixa Corp","CRXA","21887F100","1","1","0",".","0","85463",1994,"0",NA,NA
"19971001","Omega Orthodontics Inc","ORTH","681973103","1","0","0",".","0","85487",-99,"0",NA,NA
"19971001","OSI Systems Inc","OSIS","671044105","1","0","0",".","0","85488",1987,"0",NA,NA
"19971001","Petersen Companies Inc","PTN","716335104","1","0","1","33859264","0","85436",1948,"0",NA,NA
"19971001","Securacom Inc","SFT","813912102","1","0","0",".","0","85437",1987,"0",NA,NA
"19971001","SPR Inc","SPRI","784922106","1","0","0",".","0","85504",1973,"0",NA,NA
"19971002","Cognicase Inc","COGI","192423101","1","0","0",".","0","85462",1991,"0",NA,NA
